name;short_description;nc_variable_name;alias;column_index;line_index;max_line_index;description;type;unit;default_value;min_value;max_value;access_path;successful_readings;is_in_opc_data
blockType;Type of the active block in the interpolator;$AC_BLOCKTYPE;;221;1;1;"Identifies the type of a block (programmed or generated internally)

Value Range:
0: No internally generated block
1: Internally generated block, but cannot be specified in detail
2: Block was generated on chamfering/rounding
3: Smooth approach and retraction (SAR)
4: Block was generated during tool offset
5: Block was generated on smoothing
6: Block was generated by TLIFT (tangential correction)
7: Block was generated during path segmentation
8: Block was generated by compile cycles";TYPE_DWORD;No unit;0;0.0;8;/Channel/State/blockType[u<Channel numb>, <Line Index>];/Channel/State/blockType[u1, 1];False
basisFrameMask;Active channel-specific basic frames;$P_CHBFRMASK;;90;1;1;"Display indicating which channel-specific basic frames are active

Value Range:
Every bit in the mask indicates whether the appropriate basic frame
is active. Bit0 = 1st basic frame, Bit1 = 2nd basic frame, etc.";TYPE_UWORD;No unit;;;;/Channel/State/basisFrameMask[u<Channel numb>, <Line Index>];/Channel/State/basisFrameMask[u1, 1];False
allAxesStopped;Axes in exact stop;;;21;;;"Code specifying whether axes are in exact stop

Value Range:
0 = at least one axis is not in exact stop
1 = All axes in exact stop";TYPE_UWORD;No unit;;;;/Channel/State/allAxesStopped[u<Channel numb>];/Channel/State/allAxesStopped[u1];False
allAxesRefActive;All axes referenced DB21-30, DBX36.2;;;18;;;"Code specifying whether all axes are referenced

Value Range:
1 = all axes referenced
0 = at least 1 axis not referenced";TYPE_UWORD;No unit;;;;/Channel/State/allAxesRefActive[u<Channel numb>];/Channel/State/allAxesRefActive[u1];False
actWaCSPlusEnable;Coord.-spec. work. area limitation, positive valid;$AC_WORKAREA_CS_PLUS_ENABLE;;287;Channel axis index;numMachAxes;"The coordinate system-specific working area limitation in the positive direction of actWaCSLimitPlus is valid.

Value Range:
TRUE: The value in the variable actWaCSLimitPlus is valid for the axis.
FALSE: There is no limitation for this axis in the positive direction in the coordinate-specific working area.";TYPE_UWORD;No unit;0;;;/Channel/State/actWaCSPlusEnable[u<Channel numb>, <Line Index>];"/Channel/State/actWaCSPlusEnable[u1, 1]
/Channel/State/actWaCSPlusEnable[u1, 2]
/Channel/State/actWaCSPlusEnable[u1, 3]
/Channel/State/actWaCSPlusEnable[u1, 4]
/Channel/State/actWaCSPlusEnable[u1, 5]
/Channel/State/actWaCSPlusEnable[u1, 6]
/Channel/State/actWaCSPlusEnable[u1, 7]
/Channel/State/actWaCSPlusEnable[u1, 8]
/Channel/State/actWaCSPlusEnable[u1, 9]
/Channel/State/actWaCSPlusEnable[u1, 10]
/Channel/State/actWaCSPlusEnable[u1, 11]
/Channel/State/actWaCSPlusEnable[u1, 12]";False
actWaCSMinusEnable;Coord.-spec. work. area limitation, negative valid;$AC_WORKAREA_CS_MINUS_ENABLE;;288;Channel axis index;numMachAxes;"The coordinate-specific working area limitation in the negative direction of actWaCSLimitMinus is valid.

Value Range:
TRUE: The value in the variable actWaCSLimitMinus is valid for the axis.
FALSE: There is no limitation in the coordinate-specific working area in the negative direction for this axis.";TYPE_UWORD;No unit;0;;;/Channel/State/actWaCSMinusEnable[u<Channel numb>, <Line Index>];"/Channel/State/actWaCSMinusEnable[u1, 1]
/Channel/State/actWaCSMinusEnable[u1, 2]
/Channel/State/actWaCSMinusEnable[u1, 3]
/Channel/State/actWaCSMinusEnable[u1, 4]
/Channel/State/actWaCSMinusEnable[u1, 5]
/Channel/State/actWaCSMinusEnable[u1, 6]
/Channel/State/actWaCSMinusEnable[u1, 7]
/Channel/State/actWaCSMinusEnable[u1, 8]
/Channel/State/actWaCSMinusEnable[u1, 9]
/Channel/State/actWaCSMinusEnable[u1, 10]
/Channel/State/actWaCSMinusEnable[u1, 11]
/Channel/State/actWaCSMinusEnable[u1, 12]";False
actWaCSLimitPlus;Coord.-specific working area limitation positive;$AC_WORKAREA_CS_LIMIT_PLUS;;289;Channel axis index;numMachAxes;"Position of the coordinate system-specific working area limitation in the positive direction for the addressed axis and working area group

Value Range:
Position of the working area limitation in the positive direction";TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);0;;;/Channel/State/actWaCSLimitPlus[u<Channel numb>, <Line Index>];"/Channel/State/actWaCSLimitPlus[u1, 1]
/Channel/State/actWaCSLimitPlus[u1, 2]
/Channel/State/actWaCSLimitPlus[u1, 3]
/Channel/State/actWaCSLimitPlus[u1, 4]
/Channel/State/actWaCSLimitPlus[u1, 5]
/Channel/State/actWaCSLimitPlus[u1, 6]
/Channel/State/actWaCSLimitPlus[u1, 7]
/Channel/State/actWaCSLimitPlus[u1, 8]
/Channel/State/actWaCSLimitPlus[u1, 9]
/Channel/State/actWaCSLimitPlus[u1, 10]
/Channel/State/actWaCSLimitPlus[u1, 11]
/Channel/State/actWaCSLimitPlus[u1, 12]";False
actWaCSLimitMinus;Coord.-specific working area limitation, negative;$AC_WORKAREA_CS_LIMIT_MINUS;;290;Channel axis index;numMachAxes;"Position of the coordinate system-specific working area limitation in the negative direction for the addressed axis and working area group.

Value Range:
Position of the working area limitation in the negative direction";TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);0;;;/Channel/State/actWaCSLimitMinus[u<Channel numb>, <Line Index>];"/Channel/State/actWaCSLimitMinus[u1, 1]
/Channel/State/actWaCSLimitMinus[u1, 2]
/Channel/State/actWaCSLimitMinus[u1, 3]
/Channel/State/actWaCSLimitMinus[u1, 4]
/Channel/State/actWaCSLimitMinus[u1, 5]
/Channel/State/actWaCSLimitMinus[u1, 6]
/Channel/State/actWaCSLimitMinus[u1, 7]
/Channel/State/actWaCSLimitMinus[u1, 8]
/Channel/State/actWaCSLimitMinus[u1, 9]
/Channel/State/actWaCSLimitMinus[u1, 10]
/Channel/State/actWaCSLimitMinus[u1, 11]
/Channel/State/actWaCSLimitMinus[u1, 12]";False
actWaCSCoordSys;Coordinate system for working area limitation;$AC_WORKAREA_CS_COORD_SYSTEM;;286;1;1;"Coordinate system of the active coordinate system-specific working area limitation

Value Range:
Identifier for the coordinate system in which the working area limitation is to apply.
The following are valid:
0: Working area limitation in the WCS
3: Working area limitation in the SZS";TYPE_UWORD;No unit;0;;;/Channel/State/actWaCSCoordSys[u<Channel numb>, <Line Index>];/Channel/State/actWaCSCoordSys[u1, 1];False
actTransform;Active transformation;;;38;1;1;Active transformation;TYPE_STRING;No unit;\0;;;/Channel/State/actTransform[u<Channel numb>, <Line Index>];/Channel/State/actTransform[u1, 1];False
actTNumberS;corr. to actTNumber for block search without calc.;;;70;1;1;"Corresponds to actTNumber for block search with calculation.
Attention: This variable is available for protocolling the block search events only, not for the Variable Service!";TYPE_UWORD;No unit;;;;/Channel/State/actTNumberS[u<Channel numb>, <Line Index>];/Channel/State/actTNumberS[u1, 1];False
actTNumberLong;No. of active tool for flat D-no. max 8 digits;;;66;1;1;Number of the active tool using flat D-numbers with up to 8 digits;TYPE_DWORD;No unit;;;;/Channel/State/actTNumberLong[u<Channel numb>, <Line Index>];/Channel/State/actTNumberLong[u1, 1];False
actMTPlaceNumber;Number of the MT place with active tool;$AC_TC_;;351;1;1;Number of the multitool place in which the active tool is contained. The value is zero if the active tool is not contained in a multitool.;TYPE_UWORD;No unit;;;;/Channel/State/actMTPlaceNumber[u<Channel numb>, <Line Index>];/Channel/State/actMTPlaceNumber[u1, 1];False
actMTNumber;Number of the multitool with active tool -;;;350;1;1;Number of the multitool in which the active tool is contained. The value is zero if the active tool is not contained in a multitool.;TYPE_UWORD;No unit;;;;/Channel/State/actMTNumber[u<Channel numb>, <Line Index>];/Channel/State/actMTNumber[u1, 1];False
delayFSt;Stop in curr.progr.area is effect.after a delay;;;220;1;1;"Delay Feed Stop, Stop is delayed in the current program area

Value Range:
0: Stop in the current program area is effective immediately
1: Stop in the current program area is effective after a delay
2: Stop in the current program area is effective immediately (same as 0), although
a stop delay area was programmed in the parts program.
(This means that the NCK could not switch on the stop delay area.)";TYPE_UWORD;No unit;0;0.0;2;/Channel/State/delayFSt[u<Channel numb>, <Line Index>];/Channel/State/delayFSt[u1, 1];False
extProgActive;Program execution from external active DB21-30, DBX32.0;;;9;;;"Flag indicating whether program execution from external is active.

Value Range:
0 = inactive
1 = active";TYPE_UWORD;No unit;;;;/Channel/State/extProgActive[u<Channel numb>];/Channel/State/extProgActive[u1];False
pTcStat;Tool carrier status;$P_TCSTAT;;182;1;1;"Specifies the status of an orientable tool carrier.

Value Range:
The variable is bit-coded with the following meanings:
0x0001 The first rotary axis is available
0x0002 The second rotary axis is available
0x0004 The angles used for the calculation come from an orientation in the frame direction
0x0008 The angles used for the calculation have been absolutely defined
0x0010 The polar axis angle is not defined in the case of orientation in the frame direction

0x1000 Only the tool can be rotated (kinematic type T)
0x2000 Only the workpiece can be rotated (kinematic type P)
0x4000 Tool and workpiece can be rotated (kinematic type M)

The bits stated here are not currently assigned.";TYPE_DWORD;No unit;0;0.0;;/Channel/State/pTcStat[u<Channel numb>, <Line Index>];/Channel/State/pTcStat[u1, 1];False
feedRateIpoOvr;Interpolation feedrate, override;;;3;;;Interpolation feedrate, override;TYPE_DOUBLE;per cent;;;;/Channel/State/feedRateIpoOvr[u<Channel numb>];/Channel/State/feedRateIpoOvr[u1];False
pTcSol;Toolholder number of solutions;$P_TCSOL;;162;1;1;"Number of solutions (configuration options for rotary
axes) on selection of an orientatable toolholder. The variable
value can be between 0 and 2, where 0 to 2 means either none,
1 solution or 2 solutions.";TYPE_UWORD;No unit;0;0.0;;/Channel/State/pTcSol[u<Channel numb>, <Line Index>];/Channel/State/pTcSol[u1, 1];False
pTcNum;Number of available tool carriers;$P_TCNUM;;215;1;1;Number of available orientable tool carriers in the channel;TYPE_UWORD;No unit;0;0.0;;/Channel/State/pTcNum[u<Channel numb>, <Line Index>];/Channel/State/pTcNum[u1, 1];False
pTcDiff;Angular difference between toolholder axes;$P_TCDIFF[n];;125;Axis no. of toolholder;2;"The difference between the exact and the actually used 
angles of the two axes of
an orientation-capable toolholder";TYPE_DOUBLE;Angle (degree);0;;;/Channel/State/pTcDiff[u<Channel numb>, <Line Index>];"/Channel/State/pTcDiff[u1, 1]
/Channel/State/pTcDiff[u1, 2]";False
pTcAng;Angles of axes for toolholders;$P_TCANG[n];;123;Axis no. of toolholder;2;The current angles of the two axes of an orientation-capable toolholder;TYPE_DOUBLE;Angle (degree);0;;;/Channel/State/pTcAng[u<Channel numb>, <Line Index>];"/Channel/State/pTcAng[u1, 1]
/Channel/State/pTcAng[u1, 2]
/Channel/State/pTcAng[u1, 3]
/Channel/State/pTcAng[u1, 4]";False
vcToolODiff;Angle between setpoint and actual orientation;$VC_TOOL_O_DIFF;;208;1;3;"Supplies the angle between the setpoint vector and actual vector of the tool orientation in various coordinate systems:

Possible values of the line index:
1: Angle in BCS
2: Angle in PCS/WCS
3: Angle in ENS";TYPE_DOUBLE;No unit;0;0.0;180;/Channel/State/vcToolODiff[u<Channel numb>, <Line Index>];/Channel/State/vcToolODiff[u1, 1];False
pTCutModS;Angle of rotation for block search edge position;;;229;1;1;"Angle of rotation for edge position and
cutting direction for block search

Value Range:
Angle between 0 and 360 degrees";TYPE_DOUBLE;Angle (degree);0;0.0;360;/Channel/State/pTCutModS[u<Channel numb>, <Line Index>];/Channel/State/pTCutModS[u1, 1];False
pTCutMod;Angle of rotation for edge position;$P_AD[2];;226;1;1;"Angle of rotation for modification of edge position and cutting direction

Value Range:
Angle between 0 and 360 degrees";TYPE_DOUBLE;Angle (degree);0;0.0;360;/Channel/State/pTCutMod[u<Channel numb>, <Line Index>];/Channel/State/pTCutMod[u1, 1];False
pOffn;Offset normal;$P_OFFN;;112;;;Last programmed offset normal;TYPE_DOUBLE;No unit;0;;;/Channel/State/pOffn[u<Channel numb>];/Channel/State/pOffn[u1];False
pMthSDC;Master tool holder for cutting edge selection;$P_MTHSDC;;212;;1;"Master tool holder no. or master spindle no. is determined with reference to the active tool for the next D offset selection. This is important if the master spindle changes after the last tool change.

Value Range:
>0 Successful read access
0 No master tool holder or no master spindle available.
The next D offset works with T0.
-1 TMMG not available";TYPE_DWORD;No unit;0;0.0;numMachAxes;/Channel/State/pMthSDC[u<Channel numb>];/Channel/State/pMthSDC[u1];False
pEgBc;EG block change criterion;$P_EG_BC[a];;105;(Axis index of slave axis + 1);numMachAxes;"Electronic gear:
Block change criterion. Important for EGON, EGONSYN

Value Range:
0: NOC Block change is performed immediately
1: IPOSTOP Block change is performed with setpoint side
synchronism
2: COARSE Block change is performed with 'Synchronism coarse'
3: FINE Block change is performed with 'Synchronism fine'";TYPE_UWORD;No unit;3;0.0;3;/Channel/State/pEgBc[u<Channel numb>, <Line Index>];"/Channel/State/pEgBc[u1, 1]
/Channel/State/pEgBc[u1, 2]
/Channel/State/pEgBc[u1, 3]
/Channel/State/pEgBc[u1, 4]
/Channel/State/pEgBc[u1, 5]
/Channel/State/pEgBc[u1, 6]
/Channel/State/pEgBc[u1, 7]
/Channel/State/pEgBc[u1, 8]
/Channel/State/pEgBc[u1, 9]
/Channel/State/pEgBc[u1, 10]
/Channel/State/pEgBc[u1, 11]
/Channel/State/pEgBc[u1, 12]";False
pCutModS;Last programmed value of CUTMOD (block search);;;294;1;1;"Reads the current valid value that was last programmed with the language command CUTMOD 
(number of the tool carrier for which the cutting edge data modification is to be activated).
If the last programmed value was CUTMOD = -2 (activation with the currently active tool carrier with orientation capability),
the value -2 is not returned but the number of the active tool carrier with orientation capability at the time of programming.
For block search

Value Range:
-2, 999999";TYPE_DWORD;No unit;0;0.0;1;/Channel/State/pCutModS[u<Channel numb>, <Line Index>];/Channel/State/pCutModS[u1, 1];False
pCutMod;Last programmed value of CUTMOD;$AC_CUTMOD;;293;1;1;"Reads the current valid value that was last programmed with the language command CUTMOD 
(number of the tool carrier for which the cutting edge data modification is to be activated).
If the last programmed value was CUTMOD = -2 (activation with the currently active tool carrier with orientation capability),
the value -2 is not returned but the number of the active tool carrier with orientation capability at the time of programming.

Value Range:
-2, 999999";TYPE_DWORD;No unit;0;0.0;1;/Channel/State/pCutMod[u<Channel numb>, <Line Index>];/Channel/State/pCutMod[u1, 1];False
pCutInvS;Invert dir. of spindle rot. tool (block search);;;292;1;1;"States that a turning tool is rotated against the machining plane 
(typically through 180 degrees around the C axis with G18) such that the
direction of spindle rotation has to be inverted.
For block search.

Value Range:
FALSE, TRUE";TYPE_UWORD;No unit;0;0.0;1;/Channel/State/pCutInvS[u<Channel numb>, <Line Index>];/Channel/State/pCutInvS[u1, 1];False
pCutInv;Invert direction of spindle rotation tool;$AC_CUT_INV;;291;1;1;"States that a turning tool is rotated against the machining plane 
(typically through 180 degrees around the C axis with G18) such that the
direction of spindle rotation has to be inverted.

Value Range:
FALSE, TRUE";TYPE_UWORD;No unit;0;0.0;1;/Channel/State/pCutInv[u<Channel numb>, <Line Index>];/Channel/State/pCutInv[u1, 1];False
oldProgNetTimeCounter;Modification counter for oldProgNetTime;$AC_OLD_PROG_NET_TIME_COUNT;;300;1;1;"oldProgNetTimeCounter is zero in the Power ON status. oldProgNetTimeCounter is always increased when oldProgNetTime has been newly written. This enables the user to ensure that oldProgNetTime has been written. This means that, if the user cancels the current program with reset, oldProgNetTime and ldProgNetTimeCounter remain unchanged.
Note: Two programs running consecutively can have identical runtimes and be correctly terminated. The user can then only detect this by the changed oldProgNetTimeCounter.

Value Range:
Modification counter";TYPE_UWORD;No unit;0;0.0;;/Channel/State/oldProgNetTimeCounter[u<Channel numb>, <Line Index>];/Channel/State/oldProgNetTimeCounter[u1, 1];False
oldProgNetTime;Net runtime of last NC program;$AC_OLD_PROG_NET_TIME;;298;1;1;"The variable returns the net runtime of the program that has just finished correctly in seconds.
'Finished correctly' means that the program was not canceled with RESET, but ended normally with M30. 
If a new program is started, $AC_OLD_PROG_NET_TIME remains unaffected until M30 is reached again.
Further properties:
o $AC_OLD_PROG_NET_TIME is set to '0' if the currently selected program is edited.
o At the end of an ASUB or an event-controlled program (PROG_EVENT), $AC_OLD_PROG_NET_TIME is not changed.

Value Range:
Seconds";TYPE_DOUBLE;Time (s or user defined);0;0.0;;/Channel/State/oldProgNetTime[u<Channel numb>, <Line Index>];/Channel/State/oldProgNetTime[u1, 1];False
numTraceProtocOemEventType;Logging: OEM event types;$MM_PROTOC_NUM_ETP_OEM_TYP;;133;User No. (1-10);10;Logging: Number of OEM event types;TYPE_UWORD;No unit;;0.0;;/Channel/State/numTraceProtocOemEventType[u<Channel numb>, <Line Index>];"/Channel/State/numTraceProtocOemEventType[u1, 1]
/Channel/State/numTraceProtocOemEventType[u1, 2]
/Channel/State/numTraceProtocOemEventType[u1, 3]
/Channel/State/numTraceProtocOemEventType[u1, 4]
/Channel/State/numTraceProtocOemEventType[u1, 5]
/Channel/State/numTraceProtocOemEventType[u1, 6]
/Channel/State/numTraceProtocOemEventType[u1, 7]
/Channel/State/numTraceProtocOemEventType[u1, 8]
/Channel/State/numTraceProtocOemEventType[u1, 9]
/Channel/State/numTraceProtocOemEventType[u1, 10]";False
numTraceProtocEventType;Logging: Standard event types;;;132;User No. (1-10);10;Logging: Number of standard event types;TYPE_UWORD;No unit;;0.0;;/Channel/State/numTraceProtocEventType[u<Channel numb>, <Line Index>];"/Channel/State/numTraceProtocEventType[u1, 1]
/Channel/State/numTraceProtocEventType[u1, 2]
/Channel/State/numTraceProtocEventType[u1, 3]
/Channel/State/numTraceProtocEventType[u1, 4]
/Channel/State/numTraceProtocEventType[u1, 5]
/Channel/State/numTraceProtocEventType[u1, 6]
/Channel/State/numTraceProtocEventType[u1, 7]
/Channel/State/numTraceProtocEventType[u1, 8]
/Channel/State/numTraceProtocEventType[u1, 9]
/Channel/State/numTraceProtocEventType[u1, 10]";False
numToolHolders;Number of tool holders in the TOA of the channel;$P_MAGNS;;210;;1;"Number of tool holders/ spindles (buffer locations of the location type = spindle) from the magazine configuration of the TOA which are allocated to the channel. The number of tool holders / spindles is solely a function of the magazine configuration and does not change during an NC program execution.
Value = 0, if there is no magazine configuration or the TMMG (tool management magazines) is not present in the NC.";TYPE_UWORD;No unit;0;0.0;numMachAxes;/Channel/State/numToolHolders[u<Channel numb>];/Channel/State/numToolHolders[u1];False
ncStartSignalCounter;Counter for NC start signal;;;248;1;1;"Counter that is incremented
as soon as the channel-specific NC start signal has been activated in the VDI interface.";TYPE_UWORD;No unit;0;0.0;;/Channel/State/ncStartSignalCounter[u<Channel numb>, <Line Index>];/Channel/State/ncStartSignalCounter[u1, 1];False
ncStartCounter;Counter for NC-start key;;;20;;;Counter for the NC-start key. Pressing this key increments the variable 'ncStartCounter'. The value of the variable can be ignored, the HMI must just inquire the change of the variable to see whether the start-key has been pressed.;TYPE_UWORD;No unit;;;;/Channel/State/ncStartCounter[u<Channel numb>];/Channel/State/ncStartCounter[u1];False
ncResetCounter;Counter for Reset key;;;252;1;1;"Counter which is incremented with each 0->edge of
the Reset key";TYPE_UWORD;No unit;0;0.0;;/Channel/State/ncResetCounter[u<Channel numb>, <Line Index>];/Channel/State/ncResetCounter[u1, 1];False
ncProgEndCounter;Counter for end of program;;;251;1;1;"Counter which is incremented
as soon as the NCK has processed an end of program.";TYPE_UWORD;No unit;0;0.0;;/Channel/State/ncProgEndCounter[u<Channel numb>, <Line Index>];/Channel/State/ncProgEndCounter[u1, 1];False
nameIndex;Index of the found string;;;359;1;1;"Using PI _N_NAMINT (NAMETOINT) string is searched in a 1-dimensional string field. 
In this OPI variable, the index of the found strings is returned to the string field.
If the string is not found, the OPI variable is -1.";TYPE_DWORD;No unit;0;;;/Channel/State/nameIndex[u<Channel numb>, <Line Index>];/Channel/State/nameIndex[u1, 1];False
markActiveList;Status array for the wait marker;;;228;See description below;2;"Status array for the active marker in channel m.
The first element (markActiveList[1] ) of the array specifies the currently active marker number of this channel (channel m).
The second element ( markActiveList[2] ) specifies bit-coded whether channel m is still waiting for the mark to
be reached in the other channels (channel n), in short 'waiting status'.

markActiveList[2] Bit-n == 1 Channel m is waiting for mark markActiveList[1] in channel n
markActiveList[2] Bit-n == 0 Channel n has already reached mark markActiveList[1], or channel m is not
waiting for mark markActiveList[1] at all

Value Range:
markActiveList[1] == 0 Current channel m does not edit any wait marker
markActiveList[1] == 1..99 Current channel m is positioned on the wait marker with markActiveList[1]

markActiveList[2] Bit-n == 1 Channel m is waiting for mark markActiveList[1] in channel n
markActiveList[2] Bit-n == 0 Channel n has already reached mark markActiveList[1], or channel m is not
waiting for mark markActiveList[1] at all

Line index:
1: Wait marker number
2: Bit-coded wait status for all channels";TYPE_UWORD;No unit;0;0.0;99;/Channel/State/markActiveList[u<Channel numb>, <Line Index>];"/Channel/State/markActiveList[u1, 1]
/Channel/State/markActiveList[u1, 2]";False
machFunc;Active channel machine function DB11, DBXn.0 - DBXn.2 (n=7,27,47,67, ...);;;12;;;"Active channel machine function

Value Range:
0 = none
1 = REPOS
2 = TEACH IN
3 = REF
4 = TEACH-REPOS
5 = TEACH-REF";TYPE_UWORD;No unit;;;;/Channel/State/machFunc[u<Channel numb>];/Channel/State/machFunc[u1];False
ludAccCounter;Counter indicating that a new LUD ACC is available;;;31;;;Counter indicating that a new LUD ACC is available. If subprograms are called during an automatic program execution, a new set of LUDs becomes valid. In order to indicate to the HMI that it has to modify the display of the LUDs, respectively that the validity of the LUDs has changed, the variable 'ludAccCounter' is incremented. It is only necessary for the HMI to inquire a change of the variable's value, the value itself is of no importance.;TYPE_UWORD;No unit;;;;/Channel/State/ludAccCounter[u<Channel numb>];/Channel/State/ludAccCounter[u1];False
findBlActive;Block search active DB21-30, DBX33.4;;;8;;;"Code whether block search is active.

Value Range:
0 = not active
1 = active";TYPE_UWORD;No unit;;;;/Channel/State/findBlActive[u<Channel numb>];/Channel/State/findBlActive[u1];False
feedRateIpoUnit;Interpolation feedrate, units;;;6;;;"Interpolation feedrate, units

Value Range:
0 = mm/min
1 = mm/rev
2 = inch/min
3 = inch/rev";TYPE_UWORD;No unit;;;;/Channel/State/feedRateIpoUnit[u<Channel numb>];/Channel/State/feedRateIpoUnit[u1];False
vcToolO;Actual value of the tool orientation;$VC_TOOL_O;;207;1: X component;9;"Supplies the actual value of the current tool orientation
in various coordinate systems:

Possible values of the line index:
1, 2, 3: Components of the vector in BCS
4, 5, 6: Components of the vector in PCS/WCS
7, 8, 9: Components of the vector in ENS

The orientation vector is normalized, i.e. it has the value 1.";TYPE_DOUBLE;No unit;0;-1.0;1;/Channel/State/vcToolO[u<Channel numb>, <Line Index>];"/Channel/State/vcToolO[u1, 1]
/Channel/State/vcToolO[u1, 2]
/Channel/State/vcToolO[u1, 3]";False
acToolREnd;End rotation vector of the current block;$AC_TOOL_R_END;;242;1: X component;9;"End rotation vector of the current block
in various coordinate systems:

Possible values of the line index:
1, 2, 3: Components of the vector in BCS
4, 5, 6: Components of the vector in PCS/WCS
7, 8, 9: Components of the vector in ENS

The orientation vector is normalized, i.e. it has the absolute value 1.";TYPE_DOUBLE;No unit;0;-1.0;1;/Channel/State/acToolREnd[u<Channel numb>, <Line Index>];"/Channel/State/acToolREnd[u1, 1]
/Channel/State/acToolREnd[u1, 2]
/Channel/State/acToolREnd[u1, 3]";False
vcToolOStat;Status of the actual orientation;$VC_TOOLO_STAT;;209;;;Supplies the status of the computation of the actual orientation;TYPE_DWORD;No unit;0;-1.0;0;/Channel/State/vcToolOStat[u<Channel numb>];/Channel/State/vcToolOStat[u1];False
index;Absolute axis index;;;19;"Axis
Axis Number";numMachAxes;Absolute axis index referred to MD;TYPE_UWORD;No unit;;;;/Channel/MachineAxis/index[u<Channel numb>, <Line Index>];"/Channel/MachineAxis/index[u1, 1]
/Channel/MachineAxis/index[u1, 2]
/Channel/MachineAxis/index[u1, 3]
/Channel/MachineAxis/index[u1, 4]
/Channel/MachineAxis/index[u1, 5]
/Channel/MachineAxis/index[u1, 6]
/Channel/MachineAxis/index[u1, 7]
/Channel/MachineAxis/index[u1, 8]
/Channel/MachineAxis/index[u1, 9]
/Channel/MachineAxis/index[u1, 10]
/Channel/MachineAxis/index[u1, 11]
/Channel/MachineAxis/index[u1, 12]
/Channel/MachineAxis/index[u1, 13]
/Channel/MachineAxis/index[u1, 14]
/Channel/MachineAxis/index[u1, 15]
/Channel/MachineAxis/index[u1, 16]
/Channel/MachineAxis/index[u1, 17]
/Channel/MachineAxis/index[u1, 18]
/Channel/MachineAxis/index[u1, 19]
/Channel/MachineAxis/index[u1, 20]";False
geoAxisNr;Number of the geometry axis;;;13;"Axis
Axis index";numMachAxes;"Number of the geometry axis

Value Range:
If the axis is a geometry axis: 1-3
If the axis is not a geometry axis: 0";TYPE_UWORD;No unit;;;;/Channel/GeometricAxis/geoAxisNr[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/geoAxisNr[u1, 1]
/Channel/GeometricAxis/geoAxisNr[u1, 2]
/Channel/GeometricAxis/geoAxisNr[u1, 3]
/Channel/GeometricAxis/geoAxisNr[u1, 4]
/Channel/GeometricAxis/geoAxisNr[u1, 5]
/Channel/GeometricAxis/geoAxisNr[u1, 6]
/Channel/GeometricAxis/geoAxisNr[u1, 7]
/Channel/GeometricAxis/geoAxisNr[u1, 8]
/Channel/GeometricAxis/geoAxisNr[u1, 9]
/Channel/GeometricAxis/geoAxisNr[u1, 10]
/Channel/GeometricAxis/geoAxisNr[u1, 11]
/Channel/GeometricAxis/geoAxisNr[u1, 12]
/Channel/GeometricAxis/geoAxisNr[u1, 13]
/Channel/GeometricAxis/geoAxisNr[u1, 14]
/Channel/GeometricAxis/geoAxisNr[u1, 15]
/Channel/GeometricAxis/geoAxisNr[u1, 16]
/Channel/GeometricAxis/geoAxisNr[u1, 17]
/Channel/GeometricAxis/geoAxisNr[u1, 18]
/Channel/GeometricAxis/geoAxisNr[u1, 19]
/Channel/GeometricAxis/geoAxisNr[u1, 20]";False
drfVal;DRF value;"$AC_DRF[x]
x
=
Axis";;4;"Axis
Axis index";numMachAxes;DRF value. The physical unit is defined in /C/SGA/extUnit (in module SGA).;TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);;;;/Channel/GeometricAxis/drfVal[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/drfVal[u1, 1]
/Channel/GeometricAxis/drfVal[u1, 2]
/Channel/GeometricAxis/drfVal[u1, 3]
/Channel/GeometricAxis/drfVal[u1, 4]
/Channel/GeometricAxis/drfVal[u1, 5]
/Channel/GeometricAxis/drfVal[u1, 6]
/Channel/GeometricAxis/drfVal[u1, 7]
/Channel/GeometricAxis/drfVal[u1, 8]
/Channel/GeometricAxis/drfVal[u1, 9]
/Channel/GeometricAxis/drfVal[u1, 10]
/Channel/GeometricAxis/drfVal[u1, 11]
/Channel/GeometricAxis/drfVal[u1, 12]
/Channel/GeometricAxis/drfVal[u1, 13]
/Channel/GeometricAxis/drfVal[u1, 14]
/Channel/GeometricAxis/drfVal[u1, 15]
/Channel/GeometricAxis/drfVal[u1, 16]
/Channel/GeometricAxis/drfVal[u1, 17]
/Channel/GeometricAxis/drfVal[u1, 18]
/Channel/GeometricAxis/drfVal[u1, 19]
/Channel/GeometricAxis/drfVal[u1, 20]";False
