name;short_description;nc_variable_name;alias;column_index;line_index;max_line_index;description;type;unit;default_value;min_value;max_value;access_path;successful_readings;is_in_opc_data
aaCplNumerator;Counter of coupling factor;$AA_CPLNUM[a,b];;17;(Axis index of the slave axis) * numMachAxes + (axis index of the master axis);numMachAxes * numMachAxes;Counter of coupling factor;TYPE_DOUBLE;No unit;;;;/Channel/GenericCoupling/aaCplNumerator[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCplNumerator[u1, 1]
/Channel/GenericCoupling/aaCplNumerator[u1, 2]
/Channel/GenericCoupling/aaCplNumerator[u1, 3]
/Channel/GenericCoupling/aaCplNumerator[u1, 4]
/Channel/GenericCoupling/aaCplNumerator[u1, 5]
/Channel/GenericCoupling/aaCplNumerator[u1, 6]
/Channel/GenericCoupling/aaCplNumerator[u1, 10]
/Channel/GenericCoupling/aaCplNumerator[u1, 12]
/Channel/GenericCoupling/aaCplNumerator[u1, 13]
/Channel/GenericCoupling/aaCplNumerator[u1, 14]
/Channel/GenericCoupling/aaCplNumerator[u1, 15]
/Channel/GenericCoupling/aaCplNumerator[u1, 16]
/Channel/GenericCoupling/aaCplNumerator[u1, 17]
/Channel/GenericCoupling/aaCplNumerator[u1, 18]
/Channel/GenericCoupling/aaCplNumerator[u1, 22]
/Channel/GenericCoupling/aaCplNumerator[u1, 24]
/Channel/GenericCoupling/aaCplNumerator[u1, 25]
/Channel/GenericCoupling/aaCplNumerator[u1, 26]
/Channel/GenericCoupling/aaCplNumerator[u1, 27]
/Channel/GenericCoupling/aaCplNumerator[u1, 28]
/Channel/GenericCoupling/aaCplNumerator[u1, 29]
/Channel/GenericCoupling/aaCplNumerator[u1, 30]
/Channel/GenericCoupling/aaCplNumerator[u1, 34]
/Channel/GenericCoupling/aaCplNumerator[u1, 36]
/Channel/GenericCoupling/aaCplNumerator[u1, 37]
/Channel/GenericCoupling/aaCplNumerator[u1, 38]
/Channel/GenericCoupling/aaCplNumerator[u1, 39]
/Channel/GenericCoupling/aaCplNumerator[u1, 40]
/Channel/GenericCoupling/aaCplNumerator[u1, 41]
/Channel/GenericCoupling/aaCplNumerator[u1, 42]
/Channel/GenericCoupling/aaCplNumerator[u1, 46]
/Channel/GenericCoupling/aaCplNumerator[u1, 48]
/Channel/GenericCoupling/aaCplNumerator[u1, 49]
/Channel/GenericCoupling/aaCplNumerator[u1, 50]
/Channel/GenericCoupling/aaCplNumerator[u1, 51]
/Channel/GenericCoupling/aaCplNumerator[u1, 52]
/Channel/GenericCoupling/aaCplNumerator[u1, 53]
/Channel/GenericCoupling/aaCplNumerator[u1, 54]
/Channel/GenericCoupling/aaCplNumerator[u1, 58]
/Channel/GenericCoupling/aaCplNumerator[u1, 60]
/Channel/GenericCoupling/aaCplNumerator[u1, 61]
/Channel/GenericCoupling/aaCplNumerator[u1, 62]
/Channel/GenericCoupling/aaCplNumerator[u1, 63]
/Channel/GenericCoupling/aaCplNumerator[u1, 64]
/Channel/GenericCoupling/aaCplNumerator[u1, 65]
/Channel/GenericCoupling/aaCplNumerator[u1, 66]
/Channel/GenericCoupling/aaCplNumerator[u1, 70]
/Channel/GenericCoupling/aaCplNumerator[u1, 72]";False
aaCplCTabId;The ID of the active curve table;$AA_CPLCTID[a,b];;16;(Axis index of the slave axis) * numMachAxes + (axis index of the master axis);numMachAxes * numMachAxes;ID number of the curve table which is used with the coupling of the stated axes.;TYPE_UWORD;No unit;;;;/Channel/GenericCoupling/aaCplCTabId[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCplCTabId[u1, 1]
/Channel/GenericCoupling/aaCplCTabId[u1, 2]
/Channel/GenericCoupling/aaCplCTabId[u1, 3]
/Channel/GenericCoupling/aaCplCTabId[u1, 4]
/Channel/GenericCoupling/aaCplCTabId[u1, 5]
/Channel/GenericCoupling/aaCplCTabId[u1, 6]
/Channel/GenericCoupling/aaCplCTabId[u1, 10]
/Channel/GenericCoupling/aaCplCTabId[u1, 12]
/Channel/GenericCoupling/aaCplCTabId[u1, 13]
/Channel/GenericCoupling/aaCplCTabId[u1, 14]
/Channel/GenericCoupling/aaCplCTabId[u1, 15]
/Channel/GenericCoupling/aaCplCTabId[u1, 16]
/Channel/GenericCoupling/aaCplCTabId[u1, 17]
/Channel/GenericCoupling/aaCplCTabId[u1, 18]
/Channel/GenericCoupling/aaCplCTabId[u1, 22]
/Channel/GenericCoupling/aaCplCTabId[u1, 24]
/Channel/GenericCoupling/aaCplCTabId[u1, 25]
/Channel/GenericCoupling/aaCplCTabId[u1, 26]
/Channel/GenericCoupling/aaCplCTabId[u1, 27]
/Channel/GenericCoupling/aaCplCTabId[u1, 28]
/Channel/GenericCoupling/aaCplCTabId[u1, 29]
/Channel/GenericCoupling/aaCplCTabId[u1, 30]
/Channel/GenericCoupling/aaCplCTabId[u1, 34]
/Channel/GenericCoupling/aaCplCTabId[u1, 36]
/Channel/GenericCoupling/aaCplCTabId[u1, 37]
/Channel/GenericCoupling/aaCplCTabId[u1, 38]
/Channel/GenericCoupling/aaCplCTabId[u1, 39]
/Channel/GenericCoupling/aaCplCTabId[u1, 40]
/Channel/GenericCoupling/aaCplCTabId[u1, 41]
/Channel/GenericCoupling/aaCplCTabId[u1, 42]
/Channel/GenericCoupling/aaCplCTabId[u1, 46]
/Channel/GenericCoupling/aaCplCTabId[u1, 48]
/Channel/GenericCoupling/aaCplCTabId[u1, 49]
/Channel/GenericCoupling/aaCplCTabId[u1, 50]
/Channel/GenericCoupling/aaCplCTabId[u1, 51]
/Channel/GenericCoupling/aaCplCTabId[u1, 52]
/Channel/GenericCoupling/aaCplCTabId[u1, 53]
/Channel/GenericCoupling/aaCplCTabId[u1, 54]
/Channel/GenericCoupling/aaCplCTabId[u1, 58]
/Channel/GenericCoupling/aaCplCTabId[u1, 60]
/Channel/GenericCoupling/aaCplCTabId[u1, 61]
/Channel/GenericCoupling/aaCplCTabId[u1, 62]
/Channel/GenericCoupling/aaCplCTabId[u1, 63]
/Channel/GenericCoupling/aaCplCTabId[u1, 64]
/Channel/GenericCoupling/aaCplCTabId[u1, 65]
/Channel/GenericCoupling/aaCplCTabId[u1, 66]
/Channel/GenericCoupling/aaCplCTabId[u1, 70]
/Channel/GenericCoupling/aaCplCTabId[u1, 72]";False
aaCplState;The status of the coupling;$AA_CPLSTATE[a,b];;15;(Axis index of the slave axis) * numMachAxes + (axis index of the master axis);numMachAxes * numMachAxes;"A string which describes the actual status of the coupling

Value Range:
DEF = Defined (but not yet activated)
ON = Active
OF = Deactivated";TYPE_STRING;No unit;;;;/Channel/GenericCoupling/aaCplState[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCplState[u1, 1]
/Channel/GenericCoupling/aaCplState[u1, 2]
/Channel/GenericCoupling/aaCplState[u1, 3]
/Channel/GenericCoupling/aaCplState[u1, 4]
/Channel/GenericCoupling/aaCplState[u1, 5]
/Channel/GenericCoupling/aaCplState[u1, 6]
/Channel/GenericCoupling/aaCplState[u1, 10]
/Channel/GenericCoupling/aaCplState[u1, 12]
/Channel/GenericCoupling/aaCplState[u1, 13]
/Channel/GenericCoupling/aaCplState[u1, 14]
/Channel/GenericCoupling/aaCplState[u1, 15]
/Channel/GenericCoupling/aaCplState[u1, 16]
/Channel/GenericCoupling/aaCplState[u1, 17]
/Channel/GenericCoupling/aaCplState[u1, 18]
/Channel/GenericCoupling/aaCplState[u1, 22]
/Channel/GenericCoupling/aaCplState[u1, 24]
/Channel/GenericCoupling/aaCplState[u1, 25]
/Channel/GenericCoupling/aaCplState[u1, 26]
/Channel/GenericCoupling/aaCplState[u1, 27]
/Channel/GenericCoupling/aaCplState[u1, 28]
/Channel/GenericCoupling/aaCplState[u1, 29]
/Channel/GenericCoupling/aaCplState[u1, 30]
/Channel/GenericCoupling/aaCplState[u1, 34]
/Channel/GenericCoupling/aaCplState[u1, 36]
/Channel/GenericCoupling/aaCplState[u1, 37]
/Channel/GenericCoupling/aaCplState[u1, 38]
/Channel/GenericCoupling/aaCplState[u1, 39]
/Channel/GenericCoupling/aaCplState[u1, 40]
/Channel/GenericCoupling/aaCplState[u1, 41]
/Channel/GenericCoupling/aaCplState[u1, 42]
/Channel/GenericCoupling/aaCplState[u1, 46]
/Channel/GenericCoupling/aaCplState[u1, 48]
/Channel/GenericCoupling/aaCplState[u1, 49]
/Channel/GenericCoupling/aaCplState[u1, 50]
/Channel/GenericCoupling/aaCplState[u1, 51]
/Channel/GenericCoupling/aaCplState[u1, 52]
/Channel/GenericCoupling/aaCplState[u1, 53]
/Channel/GenericCoupling/aaCplState[u1, 54]
/Channel/GenericCoupling/aaCplState[u1, 58]
/Channel/GenericCoupling/aaCplState[u1, 60]
/Channel/GenericCoupling/aaCplState[u1, 61]
/Channel/GenericCoupling/aaCplState[u1, 62]
/Channel/GenericCoupling/aaCplState[u1, 63]
/Channel/GenericCoupling/aaCplState[u1, 64]
/Channel/GenericCoupling/aaCplState[u1, 65]
/Channel/GenericCoupling/aaCplState[u1, 66]
/Channel/GenericCoupling/aaCplState[u1, 70]
/Channel/GenericCoupling/aaCplState[u1, 72]";False
aaCplType;Type of coupling;$AA_CPLTYPE[a,b];;14;(Axis index of the slave axis) * numMachAxes + (axis index of the master axis);numMachAxes * numMachAxes;"Indicates the process that is used with the coupling of the stated following axis with the stated leading axis.

Value Range:
0 = NONE - No defined coupling with these axes
Bit 0 (0x0001) - TRAIL - Uses a coupling factor
Bit 1 (0x0002) - LEAD - Uses a curve table
Bit 2 (0x0004) - ELG - An electronic gearbox link
Bit 3 (0x0008) - Reserved
Bit 4 (0x0010) - COUP - Spindle/partial spindle coupling
Bit 5 (0x0020) - GANTRY - Coupling of the split axes (axes mechanically bound)
Bit 6 (0x0040) - TANG - Tangential coupling with the aid of a curve table
Bit 7 (0x0080) - GEN_CP - Generic coupling";TYPE_UWORD;No unit;;;;/Channel/GenericCoupling/aaCplType[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCplType[u1, 1]
/Channel/GenericCoupling/aaCplType[u1, 2]
/Channel/GenericCoupling/aaCplType[u1, 3]
/Channel/GenericCoupling/aaCplType[u1, 4]
/Channel/GenericCoupling/aaCplType[u1, 5]
/Channel/GenericCoupling/aaCplType[u1, 6]
/Channel/GenericCoupling/aaCplType[u1, 10]
/Channel/GenericCoupling/aaCplType[u1, 12]
/Channel/GenericCoupling/aaCplType[u1, 13]
/Channel/GenericCoupling/aaCplType[u1, 14]
/Channel/GenericCoupling/aaCplType[u1, 15]
/Channel/GenericCoupling/aaCplType[u1, 16]
/Channel/GenericCoupling/aaCplType[u1, 17]
/Channel/GenericCoupling/aaCplType[u1, 18]
/Channel/GenericCoupling/aaCplType[u1, 22]
/Channel/GenericCoupling/aaCplType[u1, 24]
/Channel/GenericCoupling/aaCplType[u1, 25]
/Channel/GenericCoupling/aaCplType[u1, 26]
/Channel/GenericCoupling/aaCplType[u1, 27]
/Channel/GenericCoupling/aaCplType[u1, 28]
/Channel/GenericCoupling/aaCplType[u1, 29]
/Channel/GenericCoupling/aaCplType[u1, 30]
/Channel/GenericCoupling/aaCplType[u1, 34]
/Channel/GenericCoupling/aaCplType[u1, 36]
/Channel/GenericCoupling/aaCplType[u1, 37]
/Channel/GenericCoupling/aaCplType[u1, 38]
/Channel/GenericCoupling/aaCplType[u1, 39]
/Channel/GenericCoupling/aaCplType[u1, 40]
/Channel/GenericCoupling/aaCplType[u1, 41]
/Channel/GenericCoupling/aaCplType[u1, 42]
/Channel/GenericCoupling/aaCplType[u1, 46]
/Channel/GenericCoupling/aaCplType[u1, 48]
/Channel/GenericCoupling/aaCplType[u1, 49]
/Channel/GenericCoupling/aaCplType[u1, 50]
/Channel/GenericCoupling/aaCplType[u1, 51]
/Channel/GenericCoupling/aaCplType[u1, 52]
/Channel/GenericCoupling/aaCplType[u1, 53]
/Channel/GenericCoupling/aaCplType[u1, 54]
/Channel/GenericCoupling/aaCplType[u1, 58]
/Channel/GenericCoupling/aaCplType[u1, 60]
/Channel/GenericCoupling/aaCplType[u1, 61]
/Channel/GenericCoupling/aaCplType[u1, 62]
/Channel/GenericCoupling/aaCplType[u1, 63]
/Channel/GenericCoupling/aaCplType[u1, 64]
/Channel/GenericCoupling/aaCplType[u1, 65]
/Channel/GenericCoupling/aaCplType[u1, 66]
/Channel/GenericCoupling/aaCplType[u1, 70]
/Channel/GenericCoupling/aaCplType[u1, 72]";False
aaCpfCmdVelTotal;Sum of all velocity commands of all leading axes;$AA_CPFCMDVT[a];;12;Axis index of the following axis;numMachAxes;"Proportion of the axis position command due to 
the coupled axes. The sum of the dependent proportion of the velocity command
for all leading axes for the specified following axis.";TYPE_DOUBLE;No unit;;;;/Channel/GenericCoupling/aaCpfCmdVelTotal[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpfCmdVelTotal[u1, 1]
/Channel/GenericCoupling/aaCpfCmdVelTotal[u1, 2]
/Channel/GenericCoupling/aaCpfCmdVelTotal[u1, 3]
/Channel/GenericCoupling/aaCpfCmdVelTotal[u1, 4]
/Channel/GenericCoupling/aaCpfCmdVelTotal[u1, 5]
/Channel/GenericCoupling/aaCpfCmdVelTotal[u1, 6]
/Channel/GenericCoupling/aaCpfCmdVelTotal[u1, 10]
/Channel/GenericCoupling/aaCpfCmdVelTotal[u1, 12]";False
aaCpfCmdPosTotal;Sum of all position commands of all leading axes;$AA_CPFCMDPT[a];;11;Axis index of the following axis;numMachAxes;"Proportion of the axis position command due to the coupled axes.
The sum of the dependent proportion of the position command
for all leading axes for the stated following axis, FAx.";TYPE_DOUBLE;No unit;;;;/Channel/GenericCoupling/aaCpfCmdPosTotal[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpfCmdPosTotal[u1, 1]
/Channel/GenericCoupling/aaCpfCmdPosTotal[u1, 2]
/Channel/GenericCoupling/aaCpfCmdPosTotal[u1, 3]
/Channel/GenericCoupling/aaCpfCmdPosTotal[u1, 4]
/Channel/GenericCoupling/aaCpfCmdPosTotal[u1, 5]
/Channel/GenericCoupling/aaCpfCmdPosTotal[u1, 6]
/Channel/GenericCoupling/aaCpfCmdPosTotal[u1, 10]
/Channel/GenericCoupling/aaCpfCmdPosTotal[u1, 12]";False
aaCpfRS;Reference system for the following axis;$AA_CPFRS[a];;10;Axis index of the following axis;numMachAxes;"The reference system indicates the point at which the coupling process is applied

Value Range:
BCS - Basic coordinate system
MCS - Machine coordinate system";TYPE_STRING;No unit;;;;/Channel/GenericCoupling/aaCpfRS[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpfRS[u1, 1]
/Channel/GenericCoupling/aaCpfRS[u1, 2]
/Channel/GenericCoupling/aaCpfRS[u1, 3]
/Channel/GenericCoupling/aaCpfRS[u1, 4]
/Channel/GenericCoupling/aaCpfRS[u1, 5]
/Channel/GenericCoupling/aaCpfRS[u1, 6]
/Channel/GenericCoupling/aaCpfRS[u1, 10]
/Channel/GenericCoupling/aaCpfRS[u1, 12]";False
aaCpfActive;Types of active coupling;$AA_CPFACT[a];;9;Axis index of the following axis;numMachAxes;"Bit-coded for identifying all types of coupling which are active for the stated following axis, FAx

Value Range:
0 = NONE - No active coupling to the following axis
Bit 0 (0x0001) - TRAIL - Uses a coupling factor
Bit 1 (0x0002) - LEAD - Uses a curve table
Bit 2 (0x0004) - ELG - An electronic gearbox link
Bit 3 (0x0008) - Reserved
Bit 4 (0x0010) - COUP - Spindle/partial spindle coupling
Bit 5 (0x0020) - GANTRY - Coupling of the split axes (axes mechanically bound)
Bit 6 (0x0040) - TANG - Tangential coupling using a curve table
Bit 7 (0x0080) - GEN_CP - Generic coupling";TYPE_UWORD;No unit;;;;/Channel/GenericCoupling/aaCpfActive[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpfActive[u1, 1]
/Channel/GenericCoupling/aaCpfActive[u1, 2]
/Channel/GenericCoupling/aaCpfActive[u1, 3]
/Channel/GenericCoupling/aaCpfActive[u1, 4]
/Channel/GenericCoupling/aaCpfActive[u1, 5]
/Channel/GenericCoupling/aaCpfActive[u1, 6]
/Channel/GenericCoupling/aaCpfActive[u1, 10]
/Channel/GenericCoupling/aaCpfActive[u1, 12]";False
aaCpfModeOff;Coupling deactivation mode;$AA_CPFMOF[a];;8;Axis index of the following axis;numMachAxes;"Identifies the behavior of the following axis if the coupling is deactivated

Value Range:
STOP - Stop following axis/spindle
CON - Continue movement with the current velocity
ADD";TYPE_STRING;No unit;;;;/Channel/GenericCoupling/aaCpfModeOff[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpfModeOff[u1, 1]
/Channel/GenericCoupling/aaCpfModeOff[u1, 2]
/Channel/GenericCoupling/aaCpfModeOff[u1, 3]
/Channel/GenericCoupling/aaCpfModeOff[u1, 4]
/Channel/GenericCoupling/aaCpfModeOff[u1, 5]
/Channel/GenericCoupling/aaCpfModeOff[u1, 6]
/Channel/GenericCoupling/aaCpfModeOff[u1, 10]
/Channel/GenericCoupling/aaCpfModeOff[u1, 12]";False
aaCpBlockChg;Block change criterion for the following axis;$AA_CPBC[a];;7;Axis index of the following axis;numMachAxes;"The block change criterion indicates the condition that has to be fulfilled 
before one can continue with the next block of the NC program
if a coupling has been activated for the stated following axis, FAx

Value Range:
NONE - Block change is performed immediately
FINE - Block change is performed with 'Synchronism fine'
COARSE - Block change is performed with 'Synchronism coarse'
IPOSTOP - Block change is performed with 'Setpoint synchronism'";TYPE_STRING;No unit;;;;/Channel/GenericCoupling/aaCpBlockChg[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpBlockChg[u1, 1]
/Channel/GenericCoupling/aaCpBlockChg[u1, 2]
/Channel/GenericCoupling/aaCpBlockChg[u1, 3]
/Channel/GenericCoupling/aaCpBlockChg[u1, 4]
/Channel/GenericCoupling/aaCpBlockChg[u1, 5]
/Channel/GenericCoupling/aaCpBlockChg[u1, 6]
/Channel/GenericCoupling/aaCpBlockChg[u1, 10]
/Channel/GenericCoupling/aaCpBlockChg[u1, 12]";False
aaCpActFa;Active following axis of the leading axis;$AA_CPACTFA[ax,n];;6;See description below;;"The axis index of the following axis of the nth coupling, in which the specified axis LAx is active as leading axis

Value Range:
-1 = the following axis found is unknown in the channel
or n == 0
or n > aaCpNumActFa (= number of active couplings of the axis as leading axis) 

Line index:
(low byte: axis index of leading axis (>= 1)
high byte: serial number of following axis n (>= 1)";TYPE_UWORD;No unit;-1;-1.0;;/Channel/GenericCoupling/aaCpActFa[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpActFa[u1, 1]
/Channel/GenericCoupling/aaCpActFa[u1, 2]
/Channel/GenericCoupling/aaCpActFa[u1, 3]
/Channel/GenericCoupling/aaCpActFa[u1, 4]
/Channel/GenericCoupling/aaCpActFa[u1, 5]
/Channel/GenericCoupling/aaCpActFa[u1, 6]
/Channel/GenericCoupling/aaCpActFa[u1, 10]
/Channel/GenericCoupling/aaCpActFa[u1, 12]";False
aaCpActLa;Active leading axis of the following axis;$AA_CPACTLA[ax,n];;4;See description below;;"The axis index of the nth leading axis which is active for the specified following axis

Value Range:
-1 = the specified coupling is not active
or n == 0
or n > aaCpNumActLa (= number of active leading axes of the following axis) 

Line index:
low byte: axis index of following axis (>= 1)
high byte: serial number of leading axis n (>= 1)";TYPE_UWORD;No unit;-1;-1.0;;/Channel/GenericCoupling/aaCpActLa[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpActLa[u1, 1]
/Channel/GenericCoupling/aaCpActLa[u1, 2]
/Channel/GenericCoupling/aaCpActLa[u1, 3]
/Channel/GenericCoupling/aaCpActLa[u1, 4]
/Channel/GenericCoupling/aaCpActLa[u1, 5]
/Channel/GenericCoupling/aaCpActLa[u1, 6]
/Channel/GenericCoupling/aaCpActLa[u1, 10]
/Channel/GenericCoupling/aaCpActLa[u1, 12]";False
aaCpSynFiVel;Synchronization fine velocity tolerance;$AA_CPSYNFIV[a];;38;Axis index of the following axis;numMachAxes;Fine velocity tolerance for coupling synchronization;TYPE_DOUBLE;No unit;;;;/Channel/GenericCoupling/aaCpSynFiVel[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpSynFiVel[u1, 1]
/Channel/GenericCoupling/aaCpSynFiVel[u1, 2]
/Channel/GenericCoupling/aaCpSynFiVel[u1, 3]
/Channel/GenericCoupling/aaCpSynFiVel[u1, 4]
/Channel/GenericCoupling/aaCpSynFiVel[u1, 5]
/Channel/GenericCoupling/aaCpSynFiVel[u1, 6]
/Channel/GenericCoupling/aaCpSynFiVel[u1, 10]
/Channel/GenericCoupling/aaCpSynFiVel[u1, 12]";False
aaCpSynCoPos2;Threshold value second synchr. monitoring coarse;$AA_CPSYNCOP2[a];;40;Axis index of the following axis;numMachAxes;Second synchronism monitoring of the following axis / spindle: threshold value coarse;TYPE_DOUBLE;No unit;;;;/Channel/GenericCoupling/aaCpSynCoPos2[u<Channel numb>, <Line Index>];"/Channel/GenericCoupling/aaCpSynCoPos2[u1, 1]
/Channel/GenericCoupling/aaCpSynCoPos2[u1, 2]
/Channel/GenericCoupling/aaCpSynCoPos2[u1, 3]
/Channel/GenericCoupling/aaCpSynCoPos2[u1, 4]
/Channel/GenericCoupling/aaCpSynCoPos2[u1, 5]
/Channel/GenericCoupling/aaCpSynCoPos2[u1, 6]
/Channel/GenericCoupling/aaCpSynCoPos2[u1, 10]
/Channel/GenericCoupling/aaCpSynCoPos2[u1, 12]";False
maxCycleTimeBrutPo;Maximum gross run time;;;15;See description below;100;"Maximum gross run time since cold restart in ms.

Line index:
Selects a specific SW task on the NCK:
Line index 1: SERVO
Line index 2: IPO
Line index 3: VL
Line index 4: PLC
Line index 5: SYNACT
Line index 6: COS
Line index 7: DRIVE (low prior.)
Line index 8: EXCOM (domain services)
Line index 9: CYCLE (SERVO+IPO times related to an IPO cycle)
Line index 10: NCK (NCK in total related to an IPO cycle)
This value is only available for solution line systems.
This time is restricted by MD $NCK_PCOS_TIME_RATIO
to a portion of the IPO cycle.
Line index 11: INT (compile cycles in the interpreter)
Line index 100: ALL (all task, only for write access)
Line index 12: EES (EES - async. - subtask)
Line index 13: PREPJOB (non-cyclic task on an auxiliary core)";TYPE_DOUBLE;Time (ms);;;;/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u<Channel numb>, <Line Index>];"/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 1]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 2]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 3]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 4]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 5]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 6]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 7]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 8]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 9]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 10]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 11]
/Channel/ChannelDiagnose/maxCycleTimeBrutPo[u1, 100]";False
ncscTraceCounter;ncscTraceCounter;;;18;;;ncscTraceCounter;TYPE_UWORD;No unit;;;;/Channel/Diagnose/ncscTraceCounter[u<Channel numb>];/Channel/Diagnose/ncscTraceCounter[u1];False
cycleTime;Runtime of selected NC program;$AC_CYCLE_TIME;;9;1;1;"Runtime of selected NC program ( in seconds ):
The runtime between NC Start and Program End / NC
Reset is measured in the selected NC program.
The timer is cleared when a new NC program is
started.";TYPE_DOUBLE;Time (s or user defined);0.0;;;/Channel/ChannelDiagnose/cycleTime[u<Channel numb>, <Line Index>];"/Channel/ChannelDiagnose/cycleTime[u1, 1]
/Channel/ChannelDiagnose/cycleTime[u1, 2]
/Channel/ChannelDiagnose/cycleTime[u1, 3]
/Channel/ChannelDiagnose/cycleTime[u1, 4]
/Channel/ChannelDiagnose/cycleTime[u1, 5]
/Channel/ChannelDiagnose/cycleTime[u1, 6]
/Channel/ChannelDiagnose/cycleTime[u1, 7]
/Channel/ChannelDiagnose/cycleTime[u1, 8]
/Channel/ChannelDiagnose/cycleTime[u1, 9]
/Channel/ChannelDiagnose/cycleTime[u1, 10]
/Channel/ChannelDiagnose/cycleTime[u1, 11]
/Channel/ChannelDiagnose/cycleTime[u1, 100]";False
cuttingTime;Tool operating time ( in seconds ).;$AC_CUTTING_TIME;;10;1;1;"Tool operating time ( in seconds ):
The operating time of the path axes excluding active
rapid traverse is measured in all NC programs between 
NC Start and Program End/NC Reset.
The measurement is also interrupted during an active
dwell time. The timer is automatically set to zero
every time the control boots on default values.";TYPE_DOUBLE;Time (s or user defined);0.0;;;/Channel/ChannelDiagnose/cuttingTime[u<Channel numb>, <Line Index>];"/Channel/ChannelDiagnose/cuttingTime[u1, 1]
/Channel/ChannelDiagnose/cuttingTime[u1, 2]
/Channel/ChannelDiagnose/cuttingTime[u1, 3]
/Channel/ChannelDiagnose/cuttingTime[u1, 4]
/Channel/ChannelDiagnose/cuttingTime[u1, 5]
/Channel/ChannelDiagnose/cuttingTime[u1, 6]
/Channel/ChannelDiagnose/cuttingTime[u1, 7]
/Channel/ChannelDiagnose/cuttingTime[u1, 8]
/Channel/ChannelDiagnose/cuttingTime[u1, 9]
/Channel/ChannelDiagnose/cuttingTime[u1, 10]
/Channel/ChannelDiagnose/cuttingTime[u1, 11]
/Channel/ChannelDiagnose/cuttingTime[u1, 100]";False
acIpoBuf;Level of IPO buffer;$AC_IPO_BUF;;11;1;1;Level of IPO buffer (number of blocks);TYPE_UWORD;No unit;0;0.0;;/Channel/ChannelDiagnose/acIpoBuf[u<Channel numb>, <Line Index>];/Channel/ChannelDiagnose/acIpoBuf[u1, 1];False
interferenceCheckOn;interferenceCheckOn;;;30;;;interferenceCheckOn;TYPE_DWORD;No unit;;;;/Channel/Diagnose/interferenceCheckOn[u<Channel numb>];/Channel/Diagnose/interferenceCheckOn[u1];False
protocVLTime;protocVLTime;;;29;;;protocVLTime;TYPE_DOUBLE;Time (s or user defined);;;;/Channel/Diagnose/protocVLTime[u<Channel numb>];/Channel/Diagnose/protocVLTime[u1];False
coCliTimestampMaxStartup;coCliTimestampMaxStartup;;;28;;;coCliTimestampMaxStartup;TYPE_DWORD;Time (s or user defined);;;;/Channel/Diagnose/coCliTimestampMaxStartup[u<Channel numb>];/Channel/Diagnose/coCliTimestampMaxStartup[u1];False
coCliTimestampMax;coCliTimestampMax;;;27;;;coCliTimestampMax;TYPE_DWORD;Time (ms);;;;/Channel/Diagnose/coCliTimestampMax[u<Channel numb>];/Channel/Diagnose/coCliTimestampMax[u1];False
coCliStiCounterMax;coCliStiCounterMax;;;26;;;coCliStiCounterMax;TYPE_DWORD;No unit;;;;/Channel/Diagnose/coCliStiCounterMax[u<Channel numb>];/Channel/Diagnose/coCliStiCounterMax[u1];False
COTraceFlags;COTraceFlags;;;25;;;COTraceFlags;TYPE_DWORD;No unit;;;;/Channel/Diagnose/COTraceFlags[u<Channel numb>];/Channel/Diagnose/COTraceFlags[u1];False
nextSLSubtype;nextSLSubtype;;;24;;;nextSLSubtype;TYPE_STRING;No unit;;;;/Channel/Diagnose/nextSLSubtype[u<Channel numb>];/Channel/Diagnose/nextSLSubtype[u1];False
stackSizeUsed;stackSizeUsed;;;23;;;stackSizeUsed;TYPE_STRING;No unit;;;;/Channel/Diagnose/stackSizeUsed[u<Channel numb>];/Channel/Diagnose/stackSizeUsed[u1];False
testInchMetr;testInchMetr;;;22;;;testInchMetr;TYPE_UWORD;No unit;;;;/Channel/Diagnose/testInchMetr[u<Channel numb>];/Channel/Diagnose/testInchMetr[u1];False
